Date,Organization,Region,Product_Category,Product_Name,Units_Sold,Revenue,Cost,Profit,Inventory_Level,Promotion,Holiday
2025-03-12,XYZ Stores,East,Fashion,Refrigerator,421,1229320,1012816.87,216503.13,4777,Yes,No
2023-07-24,ABC Retail,West,Furniture,Smartphone,256,500736,312474.69,188261.31,1960,No,No
2025-06-18,ABC Retail,South,Fashion,Refrigerator,431,519355,289278.57,230076.43,4781,No,No
2023-10-03,Prime Wholesale,Central,Appliances,Sofa,120,341520,284623.16,56896.84,4328,No,No
2025-07-28,XYZ Stores,South,Grocery,T-Shirt,35,167405,117028.07,50376.93,3610,No,No
2025-08-13,Prime Wholesale,Central,Grocery,Keyboard,321,1218195,936648.8,281546.2,980,No,Yes
2023-02-01,ABC Retail,East,Grocery,Sofa,225,228825,156403.41,72421.59,1770,No,No
2023-03-24,ABC Retail,West,Furniture,Dining Table,449,2104912,1230841.91,874070.09,1138,Yes,No
2025-10-10,Global Mart,Central,Fashion,T-Shirt,434,1650936,964808.15,686127.85,2720,Yes,No
2024-04-25,XYZ Stores,South,Electronics,Air Conditioner,474,2278992,1587944.84,691047.16,3279,Yes,No
2023-11-10,Prime Wholesale,Central,Electronics,Rice 10kg,435,683385,397305.44,286079.56,1961,No,No
2025-07-25,Global Mart,South,Grocery,Dining Table,50,154200,124925.15,29274.85,908,No,No
2024-05-26,XYZ Stores,South,Fashion,Smartphone,204,249084,206875.16,42208.84,4888,No,No
2025-06-18,ABC Retail,West,Furniture,Sofa,499,1695602,1089845.06,605756.94,3600,Yes,No
2025-04-06,XYZ Stores,South,Appliances,Sofa,269,1090795,739773.86,351021.14,1547,No,Yes
2024-02-16,XYZ Stores,East,Fashion,Air Conditioner,486,136080,106056.76,30023.24,3505,No,No
2023-03-10,Global Mart,Central,Fashion,Mouse,262,821632,620840.84,200791.16,2733,No,No
2025-10-15,Prime Wholesale,South,Electronics,Air Conditioner,172,810292,469453.03,340838.97,2363,Yes,No
2023-08-29,Prime Wholesale,East,Furniture,Refrigerator,412,1588260,1224720.32,363539.68,3039,No,No
2024-01-19,ABC Retail,East,Appliances,Smartphone,272,1115744,638737.7,477006.3,4307,No,No
2024-06-30,XYZ Stores,West,Appliances,Dining Table,107,89880,51758.34,38121.66,1029,No,No
2023-03-25,XYZ Stores,South,Electronics,Keyboard,28,23016,13762.33,9253.67,2941,No,No
2023-02-12,ABC Retail,East,Furniture,T-Shirt,279,333963,202320.21,131642.79,4121,No,No
2024-06-15,Prime Wholesale,West,Furniture,Office Chair,34,160582,116018.54,44563.46,899,No,No
2025-06-07,Global Mart,Central,Electronics,Sofa,106,88616,56400.08,32215.92,4134,No,No
2023-08-09,ABC Retail,West,Furniture,Laptop,468,1177956,938436.22,239519.78,657,No,No
2025-08-04,Prime Wholesale,West,Appliances,Monitor,184,217120,166162.54,50957.46,4926,No,No
2023-01-27,Prime Wholesale,East,Fashion,Sofa,346,43596,30052.37,13543.63,4917,No,No
2025-11-21,ABC Retail,North,Fashion,Mouse,345,1302375,971869.37,330505.63,1986,Yes,No
2025-06-19,ABC Retail,Central,Fashion,Dining Table,161,542892,397304.78,145587.22,3690,No,No
2023-06-26,XYZ Stores,East,Furniture,Sofa,100,101100,61516.99,39583.01,4059,No,No
2024-01-06,Prime Wholesale,East,Appliances,Printer,287,791833,513096.75,278736.25,3984,No,No
2024-07-26,Prime Wholesale,East,Electronics,Sofa,340,918340,557248.12,361091.88,4424,No,No
2023-11-08,ABC Retail,Central,Fashion,Refrigerator,78,372294,249488.98,122805.02,799,No,No
2023-02-09,ABC Retail,East,Appliances,Office Chair,289,1069589,856718.62,212870.38,2549,Yes,No
2025-09-28,Prime Wholesale,North,Appliances,Laptop,121,179564,101325.74,78238.26,4665,Yes,No
2025-11-02,Future Bazaar,East,Furniture,Rice 10kg,98,261268,156418.43,104849.57,3004,Yes,No
2023-01-09,Global Mart,East,Grocery,Keyboard,487,1377723,1114935.46,262787.54,1162,No,No
2025-08-13,Prime Wholesale,North,Electronics,Smartphone,239,980378,698505.94,281872.06,2284,No,No
2025-04-12,Prime Wholesale,West,Grocery,Air Conditioner,483,939918,744131.9,195786.1,3971,No,No
2023-07-11,Future Bazaar,West,Fashion,Office Chair,401,1568712,1207095.84,361616.16,3767,No,No
2025-09-23,Global Mart,North,Appliances,T-Shirt,383,584458,429152.89,155305.11,450,No,No
2024-11-10,ABC Retail,South,Fashion,Dining Table,272,1033872,729531.47,304340.53,2543,No,No
2025-12-06,Global Mart,South,Electronics,Washing Machine,457,1231615,839538.92,392076.08,4737,No,Yes
2024-09-12,Future Bazaar,North,Fashion,Laptop,493,1302013,811780.12,490232.88,4106,No,No
2023-11-29,Prime Wholesale,East,Furniture,Air Conditioner,432,1425168,1087060.25,338107.75,4167,No,No
2024-08-20,Global Mart,Central,Fashion,Laptop,444,198912,126431.88,72480.12,4920,No,No
2023-02-28,Global Mart,Central,Fashion,Mouse,86,121948,72659.06,49288.94,2291,No,No
2025-04-27,XYZ Stores,North,Grocery,Smartphone,303,1245330,831797.58,413532.42,3854,No,No
2023-11-20,XYZ Stores,North,Fashion,Air Conditioner,444,1280940,1057548.59,223391.41,3575,No,No
2025-09-14,Future Bazaar,West,Fashion,Dining Table,434,989954,654966.22,334987.78,3345,No,No
2025-08-20,Prime Wholesale,South,Furniture,Sofa,318,1340052,962630.38,377421.62,1107,No,No
2025-08-26,Prime Wholesale,North,Furniture,Mouse,304,652688,447506.04,205181.96,2879,No,No
2023-11-30,Prime Wholesale,North,Electronics,Laptop,33,88176,56571.81,31604.19,2562,No,No
2025-10-15,Global Mart,South,Electronics,Smartphone,440,77000,59218.36,17781.64,1197,No,No
2025-09-19,Global Mart,East,Appliances,Washing Machine,441,347508,194860.11,152647.89,4103,No,No
2025-02-25,Global Mart,North,Electronics,Washing Machine,152,94696,66641.0,28055.0,1168,No,No
2025-08-25,Future Bazaar,East,Appliances,Monitor,433,1636307,1121084.53,515222.47,4008,No,No
2025-01-06,Prime Wholesale,West,Electronics,Rice 10kg,50,168800,139915.31,28884.69,608,No,No
2023-03-26,Prime Wholesale,North,Furniture,Washing Machine,67,262372,159073.22,103298.78,1244,No,No
2025-07-28,Global Mart,South,Electronics,Office Chair,399,1590813,1198120.71,392692.29,3727,No,No
2025-01-02,XYZ Stores,East,Appliances,T-Shirt,279,405108,285454.09,119653.91,2823,No,No
2023-03-12,Prime Wholesale,West,Fashion,Monitor,470,1182050,690175.27,491874.73,2519,No,No
2023-06-05,ABC Retail,North,Electronics,Washing Machine,447,688380,546005.56,142374.44,1942,No,No
2025-08-19,Future Bazaar,East,Furniture,Sofa,309,1111782,936209.35,175572.65,4490,Yes,No
2025-12-17,XYZ Stores,East,Furniture,Rice 10kg,409,492027,365349.93,126677.07,1695,Yes,No
2025-05-18,Future Bazaar,North,Grocery,Laptop,71,85271,48047.51,37223.49,1736,No,No
2024-11-20,Global Mart,West,Furniture,T-Shirt,328,156456,100829.48,55626.52,3520,Yes,No
2025-08-21,Future Bazaar,West,Appliances,Office Chair,294,643860,362869.08,280990.92,779,No,Yes
2025-10-29,Prime Wholesale,Central,Appliances,Monitor,362,266432,159988.22,106443.78,2923,No,No
2025-07-17,ABC Retail,North,Grocery,Air Conditioner,454,1270292,1046827.89,223464.11,4521,No,No
2025-09-18,XYZ Stores,South,Electronics,Smartphone,59,143665,121172.4,22492.6,3766,No,No
2025-01-19,Global Mart,West,Furniture,Keyboard,334,537740,351185.52,186554.48,354,No,Yes
2023-10-03,Prime Wholesale,North,Fashion,Keyboard,484,1680448,1108054.43,572393.57,3372,No,No
2025-02-28,XYZ Stores,North,Furniture,Air Conditioner,428,592780,362495.47,230284.53,4707,Yes,No
2025-06-08,Global Mart,East,Fashion,Office Chair,204,276216,196372.75,79843.25,2567,No,No
2024-03-02,ABC Retail,South,Electronics,Dining Table,205,931520,513714.2,417805.8,4234,Yes,No
2024-01-30,ABC Retail,Central,Electronics,Washing Machine,494,1842620,1401010.27,441609.73,3709,Yes,No
2024-10-04,Future Bazaar,East,Grocery,Rice 10kg,366,1618818,960531.06,658286.94,4432,Yes,No
2023-03-06,Global Mart,Central,Grocery,Dining Table,218,884426,496317.33,388108.67,2160,Yes,No
2024-01-14,XYZ Stores,Central,Appliances,Printer,42,47418,37163.19,10254.81,2720,No,No
2025-08-03,XYZ Stores,Central,Grocery,Dining Table,396,474804,262574.93,212229.07,2357,No,No
2023-09-06,Future Bazaar,South,Electronics,Refrigerator,212,803268,658389.29,144878.71,1397,No,No
2024-03-04,Global Mart,Central,Electronics,Dining Table,237,677346,565880.91,111465.09,2784,No,No
2024-04-12,XYZ Stores,East,Electronics,Laptop,144,558144,388921.55,169222.45,2579,No,No
2025-03-14,ABC Retail,East,Electronics,Dining Table,25,100550,71474.22,29075.78,1239,No,Yes
2025-04-24,ABC Retail,North,Grocery,Refrigerator,318,774966,439228.48,335737.52,4513,No,No
2023-02-06,XYZ Stores,East,Electronics,Washing Machine,307,1296154,954085.64,342068.36,3244,No,No
2023-06-22,Global Mart,West,Electronics,Keyboard,265,237970,184394.84,53575.16,3094,No,Yes
2025-02-17,Future Bazaar,South,Fashion,Mouse,373,630743,492602.82,138140.18,1409,No,Yes
2023-03-07,Future Bazaar,East,Fashion,Washing Machine,136,445672,328646.34,117025.66,4402,No,No
2024-03-04,Prime Wholesale,Central,Electronics,Sofa,356,1114280,727355.55,386924.45,1007,No,No
2024-07-10,XYZ Stores,West,Furniture,Printer,35,137305,99962.26,37342.74,3546,No,No
2025-03-13,XYZ Stores,West,Appliances,Keyboard,120,143160,86016.55,57143.45,4966,Yes,No
2025-11-22,Future Bazaar,Central,Appliances,Dining Table,409,471577,275729.96,195847.04,4041,No,No
2023-03-22,Prime Wholesale,Central,Fashion,Laptop,467,620176,463391.41,156784.59,3219,Yes,Yes
2024-08-25,Future Bazaar,North,Appliances,Office Chair,432,2132784,1394836.93,737947.07,1705,Yes,No
2024-10-02,XYZ Stores,West,Furniture,Laptop,364,1545908,1196861.32,349046.68,3509,No,No
2025-01-11,Future Bazaar,West,Fashion,Office Chair,403,415090,275522.84,139567.16,2868,Yes,No
2023-06-24,Future Bazaar,West,Furniture,Refrigerator,70,122570,93260.14,29309.86,2277,Yes,No
2024-12-04,Future Bazaar,West,Fashion,Sofa,396,66528,50223.97,16304.03,2479,No,No
2023-09-15,Global Mart,West,Fashion,Laptop,111,331335,203809.68,127525.32,3563,No,No
2023-06-29,ABC Retail,Central,Fashion,Office Chair,326,320458,222250.64,98207.36,2027,No,No
2023-12-03,XYZ Stores,West,Appliances,T-Shirt,475,1678650,1078667.73,599982.27,4029,No,No
2023-07-04,Global Mart,South,Fashion,Refrigerator,275,392700,306813.12,85886.88,2801,Yes,No
2023-12-25,XYZ Stores,Central,Grocery,Laptop,75,157350,133619.11,23730.89,1934,No,No
2023-10-04,Global Mart,West,Grocery,Dining Table,369,910692,712585.31,198106.69,4575,No,No
2023-12-27,Future Bazaar,Central,Grocery,Office Chair,474,2134422,1600926.79,533495.21,653,No,No
2025-08-03,Global Mart,Central,Fashion,Mouse,143,297583,248338.43,49244.57,4158,No,No
2024-04-24,Future Bazaar,Central,Grocery,Table,247,1173744,978102.85,195641.15,3805,No,No
2024-07-07,Prime Wholesale,West,Fashion,Mouse,67,61573,42777.4,18795.6,3012,Yes,No
2025-11-13,Future Bazaar,North,Appliances,Dining Table,328,1534712,1034942.87,499769.13,302,No,No
2024-02-04,XYZ Stores,East,Furniture,Air Conditioner,356,996444,560761.64,435682.36,3274,No,No
2025-04-25,Global Mart,Central,Grocery,T-Shirt,425,217600,178341.26,39258.74,3110,No,No
2024-05-12,XYZ Stores,Central,Electronics,Dining Table,497,748979,531281.21,217697.79,365,No,No
2023-07-20,Future Bazaar,West,Electronics,Sofa,472,1669936,1141687.33,528248.67,1328,No,No
2024-10-17,Global Mart,Central,Appliances,Keyboard,60,56640,39038.12,17601.88,3006,No,No
2023-10-30,Future Bazaar,West,Appliances,Air Conditioner,437,238602,163120.31,75481.69,3203,Yes,No
2024-10-03,XYZ Stores,North,Appliances,Office Chair,51,215526,159604.65,55921.35,1799,No,Yes
2023-04-01,Future Bazaar,South,Appliances,Sofa,83,73289,58125.37,15163.63,3969,Yes,No
2023-10-25,Prime Wholesale,South,Grocery,T-Shirt,204,266424,149518.69,116905.31,4003,Yes,No
2023-10-31,Global Mart,Central,Appliances,Table,318,578442,402615.22,175826.78,3026,No,No
2024-04-19,Prime Wholesale,Central,Grocery,Table,131,305754,251513.97,54240.03,966,No,No
2024-12-12,Global Mart,East,Appliances,Table,79,335908,281343.96,54564.04,613,No,No
2024-01-02,Future Bazaar,South,Furniture,Keyboard,475,811775,626971.28,184803.72,4747,Yes,No
2023-09-09,Prime Wholesale,South,Grocery,Monitor,416,1565824,928349.24,637474.76,2155,Yes,No
2023-10-25,Future Bazaar,Central,Furniture,Dining Table,357,369495,298234.24,71260.76,3699,No,Yes
2023-02-09,Future Bazaar,West,Fashion,Table,467,283469,221416.15,62052.85,2318,No,No
2023-03-30,XYZ Stores,South,Fashion,Mouse,379,646953,534639.98,112313.02,494,Yes,No
2025-01-09,Global Mart,West,Furniture,Keyboard,472,1852128,1205674.25,646453.75,3722,No,No
2025-12-07,Prime Wholesale,West,Appliances,Printer,109,338336,228472.3,109863.7,2440,No,No
2024-02-25,Global Mart,West,Fashion,Washing Machine,174,602040,445070.08,156969.92,123,No,No
2023-01-08,ABC Retail,South,Fashion,Air Conditioner,112,228368,191213.09,37154.91,1328,No,No
2023-07-14,Prime Wholesale,South,Electronics,T-Shirt,434,782936,608526.44,174409.56,3877,No,Yes
2023-12-25,Future Bazaar,East,Appliances,Refrigerator,261,1085499,891048.47,194450.53,1687,No,Yes
2023-07-25,Global Mart,Central,Electronics,Air Conditioner,125,273875,175391.38,98483.62,3940,No,No
2023-06-12,Prime Wholesale,West,Electronics,Dining Table,20,70820,39077.21,31742.79,3864,No,No
2023-12-17,XYZ Stores,South,Electronics,Mouse,136,554472,324455.78,230016.22,2203,No,No
2025-12-04,Global Mart,South,Furniture,Mouse,283,807682,475996.35,331685.65,4714,No,No
2024-09-16,XYZ Stores,West,Electronics,Smartphone,259,703444,394149.28,309294.72,1641,No,No
2024-07-09,XYZ Stores,West,Fashion,Office Chair,464,1038896,848913.04,189982.96,2712,No,No
2025-10-30,Prime Wholesale,East,Appliances,Sofa,169,312312,209868.29,102443.71,1084,No,No
2024-07-24,ABC Retail,North,Grocery,Office Chair,76,325128,189824.67,135303.33,4797,Yes,Yes
2023-05-01,ABC Retail,East,Furniture,Laptop,188,378256,251698.29,126557.71,4072,Yes,No
2023-12-25,Global Mart,North,Appliances,Table,499,2245500,1877289.27,368210.73,3805,Yes,No
2024-08-09,ABC Retail,West,Appliances,Rice 10kg,60,269100,171588.6,97511.4,3021,No,No
2023-10-20,XYZ Stores,North,Appliances,Mouse,275,1216325,824605.66,391719.34,3487,No,No
2024-10-24,Global Mart,West,Grocery,Table,138,98394,75300.79,23093.21,81,No,No
2024-12-25,ABC Retail,East,Furniture,Mouse,32,147552,91739.3,55812.7,4106,Yes,No
2025-11-30,Global Mart,North,Electronics,Table,423,655227,538335.16,116891.84,2264,No,No
2023-06-21,Global Mart,West,Furniture,Smartphone,310,433070,357939.46,75130.54,1138,No,No
2024-10-25,Future Bazaar,South,Appliances,Office Chair,356,1754368,1345596.68,408771.32,2018,No,No
2025-12-05,XYZ Stores,North,Appliances,Mouse,367,1644527,1368704.64,275822.36,3856,No,No
2023-03-15,Future Bazaar,South,Fashion,Air Conditioner,183,824964,608875.24,216088.76,3664,No,No
2025-11-03,Prime Wholesale,North,Fashion,T-Shirt,477,1776348,1423693.35,352654.65,4181,No,No
2024-12-13,Prime Wholesale,West,Fashion,Dining Table,48,223200,178766.63,44433.37,4629,No,No
2025-04-09,Prime Wholesale,East,Grocery,Printer,157,702732,449231.03,253500.97,3476,No,No
2023-07-16,ABC Retail,Central,Electronics,Washing Machine,368,1346880,1138152.17,208727.83,3870,No,No
2025-12-14,Prime Wholesale,South,Grocery,Keyboard,212,144584,93474.84,51109.16,1754,Yes,No
2025-07-31,Prime Wholesale,East,Fashion,Laptop,198,652212,368863.93,283348.07,162,No,No
2024-09-09,XYZ Stores,South,Furniture,Mouse,44,161700,108683.87,53016.13,1789,No,No
2024-09-01,Global Mart,East,Grocery,Washing Machine,330,312180,203902.14,108277.86,1073,Yes,No
2025-04-10,ABC Retail,North,Electronics,T-Shirt,188,156416,115506.53,40909.47,4667,No,No
2025-01-14,Future Bazaar,South,Furniture,Monitor,212,166844,113983.18,52860.82,2723,Yes,No
2024-12-27,ABC Retail,East,Furniture,Washing Machine,243,796068,521339.13,274728.87,1121,Yes,No
2023-11-09,Prime Wholesale,West,Fashion,Smartphone,433,1038767,700188.44,338578.56,4388,Yes,No
2023-12-20,Global Mart,South,Grocery,Office Chair,18,43380,27201.33,16178.67,130,No,No
2025-11-23,ABC Retail,West,Fashion,Air Conditioner,264,678480,413743.11,264736.89,3523,No,Yes
2025-09-28,Global Mart,East,Appliances,Air Conditioner,232,759104,472778.88,286325.12,4029,Yes,Yes
2025-10-21,Prime Wholesale,South,Electronics,Dining Table,138,672336,535231.36,137104.64,3803,Yes,No
2023-11-27,ABC Retail,North,Electronics,Sofa,286,708708,423519.65,285188.35,3808,No,No
2025-05-20,Global Mart,North,Furniture,Mouse,31,120094,86281.09,33812.91,1212,Yes,No
2025-05-10,Prime Wholesale,West,Appliances,Mouse,26,79976,58500.5,21475.5,249,Yes,No
2025-05-01,Prime Wholesale,East,Furniture,Mouse,318,1029366,722310.26,307055.74,2833,No,Yes
2024-11-12,Global Mart,South,Grocery,Mouse,120,157920,134199.33,23720.67,320,Yes,No
2024-03-15,Global Mart,East,Furniture,Air Conditioner,31,25606,14846.14,10759.86,1259,No,No
2024-10-04,XYZ Stores,North,Appliances,Laptop,374,640288,386366.8,253921.2,848,No,No
2024-10-01,ABC Retail,West,Fashion,Sofa,259,560735,312766.68,247968.32,3338,No,No
2024-07-27,XYZ Stores,South,Electronics,Dining Table,439,2018522,1657758.93,360763.07,3440,Yes,No
2025-07-02,ABC Retail,East,Fashion,Washing Machine,78,212004,131336.49,80667.51,928,Yes,No
2025-09-01,Global Mart,North,Grocery,Monitor,433,733069,461618.38,271450.62,1468,No,No
2023-12-04,ABC Retail,North,Appliances,Printer,244,1034804,706534.57,328269.43,3339,Yes,No
2024-05-31,Prime Wholesale,South,Grocery,Table,319,1161160,769321.48,391838.52,1142,Yes,No
2025-09-17,ABC Retail,East,Electronics,Rice 10kg,255,284835,168271.31,116563.69,4543,No,No
2024-12-29,XYZ Stores,North,Grocery,Smartphone,60,275520,219790.57,55729.43,3398,Yes,Yes
2025-06-21,ABC Retail,North,Grocery,Mouse,380,511480,350240.24,161239.76,2344,Yes,No
2024-03-17,ABC Retail,Central,Electronics,Office Chair,364,641732,371117.31,270614.69,4585,Yes,Yes
2025-09-25,ABC Retail,South,Fashion,Laptop,338,1603472,1087145.83,516326.17,80,No,No
2024-09-25,Future Bazaar,North,Appliances,Sofa,259,753949,473257.3,280691.7,2656,No,No
2025-09-23,XYZ Stores,South,Fashion,Laptop,452,1188760,857297.07,331462.93,67,No,No
2023-09-28,Prime Wholesale,North,Appliances,Rice 10kg,199,342479,246424.47,96054.53,4626,No,No
2024-11-30,Future Bazaar,East,Fashion,Refrigerator,275,762850,470986.42,291863.58,1574,No,No
2025-07-03,Global Mart,West,Electronics,Washing Machine,42,185304,106103.96,79200.04,1715,Yes,No
2023-01-25,ABC Retail,East,Furniture,Monitor,262,199382,144595.27,54786.73,1342,Yes,No
2023-12-05,ABC Retail,South,Grocery,Office Chair,437,1701241,1249523.32,451717.68,1638,No,No
2025-02-07,Prime Wholesale,West,Grocery,Rice 10kg,267,1283736,1075985.33,207750.67,3507,No,No
2023-07-30,ABC Retail,North,Electronics,Monitor,36,28332,18460.2,9871.8,2958,No,No
2024-03-19,Prime Wholesale,North,Fashion,T-Shirt,410,933570,637981.65,295588.35,4686,Yes,No
2025-09-14,Future Bazaar,South,Appliances,Table,229,1051339,707481.37,343857.63,4290,No,No
2025-04-13,XYZ Stores,North,Grocery,Printer,68,306884,220103.57,86780.43,4861,No,No
2024-05-29,Prime Wholesale,South,Grocery,Mouse,33,95667,66020.8,29646.2,3637,Yes,No
2025-01-24,Prime Wholesale,North,Grocery,Rice 10kg,199,344071,275251.7,68819.3,3305,Yes,No
2024-07-26,Future Bazaar,South,Furniture,Dining Table,194,88270,65840.41,22429.59,2892,No,No
2024-05-15,Future Bazaar,North,Appliances,Air Conditioner,485,579575,362853.94,216721.06,573,Yes,No
2025-04-23,ABC Retail,South,Fashion,Keyboard,335,234165,191684.96,42480.04,482,Yes,No
2023-03-24,XYZ Stores,East,Appliances,Air Conditioner,303,679932,457107.35,222824.65,3580,No,Yes
2024-06-04,Prime Wholesale,North,Grocery,Rice 10kg,443,286178,240598.92,45579.08,1014,No,No
2023-03-16,Future Bazaar,North,Fashion,Washing Machine,423,171315,98344.65,72970.35,3175,Yes,No
2023-06-25,Global Mart,Central,Furniture,T-Shirt,450,1648350,1004951.8,643398.2,1537,No,No
2023-11-20,Global Mart,North,Appliances,Sofa,436,411148,261583.0,149565.0,2735,No,No
2024-04-09,Prime Wholesale,Central,Fashion,Monitor,269,284602,185142.54,99459.46,3438,No,Yes
2024-08-21,ABC Retail,West,Fashion,Dining Table,299,1396330,850337.57,545992.43,1125,Yes,No
2025-09-02,Global Mart,South,Furniture,Keyboard,230,828920,677031.64,151888.36,262,No,No
2024-10-18,Future Bazaar,Central,Grocery,Laptop,372,782688,568138.55,214549.45,1518,Yes,No
2023-09-14,ABC Retail,East,Appliances,Printer,274,1212998,698568.75,514429.25,3351,No,No
2023-04-04,Prime Wholesale,South,Grocery,Monitor,254,323850,214509.19,109340.81,3044,No,No
2025-05-22,ABC Retail,North,Furniture,Monitor,428,624452,492921.64,131530.36,3806,Yes,No
2025-05-27,XYZ Stores,West,Fashion,Keyboard,123,377979,257508.08,120470.92,1534,Yes,No
2024-01-11,Future Bazaar,South,Furniture,Refrigerator,358,1489996,1012672.43,477323.57,1643,Yes,No
2024-07-04,Future Bazaar,East,Electronics,Washing Machine,28,126672,76001.52,50670.48,2159,No,No
2025-02-22,Future Bazaar,South,Appliances,Smartphone,415,1827245,1412785.97,414459.03,529,No,No
2023-04-16,ABC Retail,East,Electronics,Printer,467,1203459,707367.89,496091.11,4837,No,No
2025-02-17,Prime Wholesale,Central,Appliances,Dining Table,131,550462,306726.17,243735.83,3336,No,No
2024-09-12,ABC Retail,North,Appliances,T-Shirt,358,333656,228904.29,104751.71,2103,No,No
2025-12-19,Prime Wholesale,Central,Grocery,Office Chair,306,955026,752783.4,202242.6,2024,No,Yes
2023-09-28,Global Mart,West,Furniture,Washing Machine,495,1154835,791661.57,363173.43,3942,No,No
2025-04-15,Prime Wholesale,North,Appliances,Rice 10kg,377,1088776,689167.14,399608.86,794,No,No
2023-08-12,ABC Retail,East,Electronics,Smartphone,458,340294,260039.74,80254.26,2264,No,No
2025-09-12,Future Bazaar,Central,Electronics,Washing Machine,282,1353882,764455.41,589426.59,2525,Yes,No
2024-02-20,ABC Retail,North,Furniture,Monitor,106,440006,276820.86,163185.14,4727,Yes,No
2025-10-24,Global Mart,Central,Appliances,Keyboard,386,1609234,1224141.18,385092.82,2926,Yes,No
2023-01-23,Global Mart,West,Furniture,Smartphone,262,1070794,655578.21,415215.79,3570,No,No
2023-04-19,Future Bazaar,East,Fashion,Sofa,465,661230,481742.95,179487.05,1015,No,No
2025-06-29,Global Mart,South,Grocery,Air Conditioner,124,366048,254473.0,111575.0,1021,Yes,No
2025-09-17,Global Mart,West,Furniture,Printer,327,1043130,765556.42,277573.58,282,Yes,Yes
2024-04-01,Global Mart,South,Electronics,Laptop,460,760380,575992.34,184387.66,3767,Yes,No
2024-10-10,Prime Wholesale,South,Electronics,Office Chair,403,278876,173790.38,105085.62,2274,Yes,No
2024-03-02,ABC Retail,East,Appliances,Keyboard,253,245663,201674.99,43988.01,4744,No,No
2024-08-31,ABC Retail,South,Grocery,Monitor,353,1311748,952423.17,359324.83,4704,Yes,No
2024-06-28,Future Bazaar,Central,Appliances,Dining Table,186,853554,564980.12,288573.88,3514,Yes,No
2023-12-03,Global Mart,South,Electronics,T-Shirt,474,1208700,953871.72,254828.28,2467,No,No
2024-10-17,Global Mart,North,Electronics,Office Chair,391,1527246,1068232.12,459013.88,4600,No,Yes
2025-02-11,Future Bazaar,South,Fashion,Sofa,150,278550,172883.67,105666.33,4352,Yes,No
2024-08-11,Global Mart,East,Grocery,Smartphone,417,1331898,845143.46,486754.54,1583,Yes,Yes
2023-04-01,ABC Retail,North,Grocery,Mouse,282,874482,552018.37,322463.63,3082,Yes,No
2025-08-03,Prime Wholesale,North,Appliances,Smartphone,76,376656,270595.05,106060.95,1829,No,No
2024-02-04,Future Bazaar,North,Appliances,Office Chair,390,237900,190334.86,47565.14,757,No,No
2023-07-08,Prime Wholesale,South,Electronics,Office Chair,351,533169,369790.65,163378.35,2870,Yes,No
2023-12-29,Prime Wholesale,North,Grocery,Printer,145,170230,139685.44,30544.56,3306,No,No
2023-07-23,XYZ Stores,East,Grocery,Printer,385,1503040,963376.41,539663.59,2431,No,No
2024-12-28,ABC Retail,West,Electronics,Smartphone,124,496124,369280.8,126843.2,515,No,No
2025-04-13,Prime Wholesale,West,Electronics,Refrigerator,297,741609,590613.24,150995.76,1560,No,No
2024-11-16,Prime Wholesale,Central,Grocery,T-Shirt,40,98760,82304.56,16455.44,383,No,No
2024-07-10,XYZ Stores,North,Furniture,Washing Machine,278,183202,106370.01,76831.99,86,No,No
2024-08-15,Future Bazaar,East,Appliances,Air Conditioner,454,246976,139255.66,107720.34,2798,No,No
2023-12-07,Global Mart,South,Grocery,Washing Machine,22,27236,16102.9,11133.1,2186,Yes,No
2023-01-14,Global Mart,Central,Furniture,Monitor,449,1289079,738829.21,550249.79,4057,Yes,No
2025-01-16,Future Bazaar,East,Grocery,Monitor,457,816202,474980.07,341221.93,2077,No,No
2024-06-22,Future Bazaar,Central,Grocery,Washing Machine,214,330202,215623.28,114578.72,1880,No,No
2023-10-17,XYZ Stores,Central,Electronics,Smartphone,402,1318158,794930.8,523227.2,4086,No,Yes
2023-07-10,Global Mart,Central,Furniture,Refrigerator,35,100310,73663.92,26646.08,2440,Yes,No
2024-02-27,Prime Wholesale,South,Appliances,T-Shirt,86,36980,27814.16,9165.84,537,No,No
2023-06-27,Global Mart,North,Appliances,Mouse,410,942180,659368.87,282811.13,1716,No,No
2023-08-29,Global Mart,Central,Electronics,Dining Table,196,396508,276766.19,119741.81,621,No,No
2024-03-17,ABC Retail,South,Grocery,T-Shirt,409,1901441,1571520.7,329920.3,2065,Yes,No
2023-04-07,ABC Retail,West,Fashion,Keyboard,423,1847241,1048789.8,798451.2,4659,Yes,No
2025-02-18,XYZ Stores,Central,Electronics,Office Chair,427,1429596,848819.49,580776.51,4475,Yes,No
2024-09-09,XYZ Stores,Central,Fashion,Table,312,474552,351541.75,123010.25,3362,Yes,No
2023-10-24,XYZ Stores,West,Furniture,Laptop,28,41944,25636.62,16307.38,3720,No,Yes
2024-04-13,ABC Retail,West,Electronics,T-Shirt,387,491490,293590.23,197899.77,3979,No,Yes
2023-12-04,XYZ Stores,Central,Furniture,Keyboard,218,975114,602415.04,372698.96,1631,Yes,No
2023-02-17,Prime Wholesale,Central,Furniture,Rice 10kg,429,1147146,951014.41,196131.59,4073,Yes,No
2023-10-31,ABC Retail,Central,Appliances,Refrigerator,167,401134,239576.17,161557.83,349,Yes,No
2024-06-07,Prime Wholesale,East,Appliances,Printer,343,765233,512530.52,252702.48,3660,No,Yes
